date,weatherDay,weatherNight,minTemp,maxTemp,windDay,windNight
2022年07月12日,小雨,多云,23,29,东北风 1-2级,东北风 1-2级
2022年07月13日,晴,晴,23,34,西南风 1-2级,西南风 1-2级
2022年07月14日,晴,晴,23,35,北风 1-2级,北风 1-2级
2022年07月15日,晴,多云,24,36,西南风 1-2级,西南风 1-2级
2022年07月16日,多云,多云,23,33,东南风 1-2级,东南风 1-2级
2022年07月17日,晴,晴,23,35,北风 1-2级,北风 1-2级
2022年07月18日,晴,晴,22,36,东南风 1-2级,东南风 1-2级
2022年07月19日,多云,多云,24,35,南风 1-2级,南风 1-2级
2022年07月20日,晴,多云,22,33,西南风 1-2级,西南风 1-2级
2022年07月21日,晴,多云,24,34,西南风 1-2级,西南风 1-2级
2022年07月22日,多云,小雨,23,32,南风 1-2级,南风 1-2级
2022年07月23日,晴,晴,23,33,西南风 1-2级,西南风 1-2级
2022年07月24日,多云,多云,25,35,南风 1-2级,南风 1-2级
2022年07月25日,雷阵雨,雷阵雨,24,33,南风 1-2级,南风 1-2级
2022年07月26日,小雨,小雨,23,32,南风 1-2级,南风 1-2级
2022年07月27日,小雨,中雨,23,27,东北风 1-2级,东北风 1-2级
2022年07月28日,小雨,多云,21,29,东北风 1-2级,东北风 1-2级
2022年07月29日,晴,多云,23,33,南风 1-2级,南风 1-2级
2022年07月30日,小雨,小雨,24,31,东南风 1-2级,东南风 1-2级
2022年07月31日,多云,晴,25,32,西南风 1-2级,西南风 1-2级
2022年08月01日,晴,多云,25,34,南风 1-2级,南风 1-2级
2022年08月02日,多云,多云,25,34,南风 1-2级,南风 1-2级
2022年08月03日,多云,多云,26,35,南风 1-2级,南风 1-2级
2022年08月04日,小雨,小雨,26,35,南风 1-2级,南风 1-2级
2022年08月05日,晴,多云,27,36,东北风 1-2级,东北风 1-2级
2022年08月06日,小雨,小雨,25,34,西北风 1-2级,西北风 1-2级
2022年08月07日,多云,小雨,25,34,西南风 1-2级,西南风 1-2级
2022年08月08日,多云,小雨,22,30,东北风 1-2级,东北风 1-2级
2022年08月09日,小雨,晴,20,28,西北风 1-2级,西北风 1-2级
2022年08月10日,晴,晴,20,30,南风 1-2级,南风 1-2级
2022年08月11日,晴,多云,23,32,南风 1-2级,南风 1-2级
2022年08月12日,多云,多云,25,32,东南风 1-2级,东南风 1-2级
2022年08月13日,多云,小雨,24,32,东南风 1-2级,东南风 1-2级
2022年08月14日,中雨,阴,23,28,东风 1-2级,东风 1-2级
2022年08月15日,多云,晴,22,34,西风 1-2级,西风 1-2级
2022年08月16日,晴,多云,22,30,南风 1-2级,南风 1-2级
2022年08月17日,多云,小雨,24,30,南风 1-2级,南风 1-2级
2022年08月18日,中雨,多云,24,27,南风 1-2级,南风 1-2级
2022年08月19日,晴,晴,21,33,西北风 3-4级,西北风 3-4级
2022年08月20日,多云,多云,23,30,西南风 1-2级,西南风 1-2级
2022年08月21日,阴,阴,23,29,南风 1-2级,南风 1-2级
2022年08月22日,多云,晴,19,32,北风 1-2级,北风 1-2级
2022年08月23日,多云,多云,20,29,北风 1-2级,北风 1-2级
2022年08月24日,多云,晴,19,27,西南风 1-2级,西南风 1-2级
2022年08月25日,晴,晴,19,30,西南风 1-2级,西南风 1-2级
2022年08月26日,多云,晴,15,28,北风 1-2级,北风 1-2级
2022年08月27日,多云,多云,18,26,北风 1-2级,北风 1-2级
2022年08月28日,小雨,小雨,16,21,南风 1-2级,南风 1-2级
2022年08月29日,多云,多云,18,27,南风 1-2级,南风 1-2级
2022年08月30日,雷阵雨,多云,17,29,西南风 1-2级,西南风 1-2级
2022年08月31日,晴,晴,18,31,西北风 1-2级,西北风 1-2级
2022年09月01日,晴,晴,15,29,南风 1-2级,南风 1-2级
2022年09月02日,晴,多云,18,28,南风 1-2级,南风 1-2级
2022年09月03日,小雨,小雨,19,27,南风 1-2级,南风 1-2级
2022年09月04日,小雨,多云,19,29,南风 1-2级,南风 1-2级
2022年09月05日,晴,晴,14,28,北风 1-2级,北风 1-2级
2022年09月06日,晴,晴,15,29,西北风 1-2级,西北风 1-2级
2022年09月07日,晴,晴,18,32,西南风 1-2级,西南风 1-2级
2022年09月08日,晴,晴,20,33,西南风 1-2级,西南风 1-2级
2022年09月09日,晴,多云,20,32,西南风 1-2级,西南风 1-2级
2022年09月10日,多云,多云,19,31,东北风 1-2级,东北风 1-2级
2022年09月11日,多云,晴,20,30,南风 1-2级,南风 1-2级
2022年09月12日,晴,晴,20,31,西南风 1-2级,西南风 1-2级
2022年09月13日,多云,多云,20,30,东南风 1-2级,东南风 1-2级
2022年09月14日,晴,多云,19,31,东北风 1-2级,东北风 1-2级
2022年09月15日,多云,多云,18,30,东南风 1-2级,东南风 1-2级
2022年09月16日,晴,晴,20,32,南风 1-2级,南风 1-2级
2022年09月17日,晴,晴,20,32,西南风 1-2级,西南风 1-2级
2022年09月18日,多云,晴,18,30,北风 3-4级,北风 3-4级
2022年09月19日,多云,多云,13,26,北风 1-2级,北风 1-2级
2022年09月20日,晴,多云,14,26,西南风 1-2级,西南风 1-2级
2022年09月21日,晴,小雨,16,27,南风 1-2级,南风 1-2级
2022年09月22日,晴,晴,13,28,北风 4-5级,北风 4-5级
2022年09月23日,晴,晴,10,25,西北风 1-2级,西北风 1-2级
2022年09月24日,晴,晴,11,26,南风 1-2级,南风 1-2级
2022年09月25日,晴,晴,13,27,南风 1-2级,南风 1-2级
2022年09月26日,晴,晴,15,28,南风 1-2级,南风 1-2级
2022年09月27日,晴,多云,16,28,南风 1-2级,南风 1-2级
2022年09月28日,多云,晴,16,29,南风 1-2级,南风 1-2级
2022年09月29日,晴,晴,18,30,南风 1-2级,南风 1-2级
2022年09月30日,晴,晴,19,30,南风 1-2级,南风 1-2级
2022年10月01日,小雨,小雨,19,27,南风 1-2级,南风 1-2级
2022年10月02日,阴,小雨,17,25,东北风 1-2级,东北风 1-2级
2022年10月03日,小雨,多云,8,19,北风 3-4级,北风 3-4级
2022年10月04日,晴,晴,4,16,北风 1-2级,北风 1-2级
2022年10月05日,多云,多云,6,17,北风 1-2级,北风 1-2级
2022年10月06日,晴,晴,4,17,西南风 1-2级,西南风 1-2级
2022年10月07日,晴,小雨,10,19,南风 1-2级,南风 1-2级
2022年10月08日,小雨,多云,9,18,西南风 3-4级,西南风 3-4级
2022年10月09日,晴,晴,6,16,西北风 3-4级,西北风 3-4级
2022年10月10日,晴,晴,3,18,西北风 3-4级,西北风 3-4级
2022年10月11日,晴,晴,6,19,南风 1-2级,南风 1-2级
2022年10月12日,多云,多云,9,18,南风 1-2级,南风 1-2级
2022年10月13日,多云,阴,12,19,南风 1-2级,南风 1-2级
2022年10月14日,晴,晴,10,21,南风 1-2级,南风 1-2级
2022年10月15日,多云,多云,10,22,西南风 1-2级,西南风 1-2级
2022年10月16日,晴,晴,5,18,北风 1-2级,北风 1-2级
2022年10月17日,晴,晴,2,17,西北风 1-2级,西北风 1-2级
2022年10月18日,晴,晴,3,17,南风 1-2级,南风 1-2级
2022年10月19日,晴,晴,7,20,南风 1-2级,南风 1-2级
2022年10月20日,阴,多云,6,18,南风 1-2级,南风 1-2级
2022年10月21日,晴,晴,10,23,南风 1-2级,南风 1-2级
2022年10月22日,晴,晴,5,21,北风 3-4级,北风 3-4级
2022年10月23日,晴,晴,4,21,北风 1-2级,北风 1-2级
2022年10月24日,晴,晴,6,20,南风 1-2级,南风 1-2级
2022年10月25日,多云,阴,10,20,南风 1-2级,南风 1-2级
2022年10月26日,小雨,多云,10,18,东北风 1-2级,东北风 1-2级
2022年10月27日,阴,阴,7,13,东北风 1-2级,东北风 1-2级
2022年10月28日,阴,阴,9,14,东南风 1-2级,东南风 1-2级
2022年10月29日,阴,小雨,9,14,南风 1-2级,南风 1-2级
2022年10月30日,阴,多云,8,16,西南风 1-2级,西南风 1-2级
2022年10月31日,晴,晴,3,17,西北风 1-2级,西北风 1-2级
2022年11月01日,晴,多云,4,15,南风 1-2级,南风 1-2级
2022年11月02日,小雨,小雨,4,14,北风 1-2级,北风 1-2级
2022年11月03日,多云,晴,0,12,西风 1-2级,西风 1-2级
2022年11月04日,晴,晴,-1,14,西南风 1-2级,西南风 1-2级
2022年11月05日,晴,多云,3,16,西南风 1-2级,西南风 1-2级
2022年11月06日,小雨,多云,4,11,北风 1-2级,北风 1-2级
2022年11月07日,晴,晴,1,17,北风 3-4级,北风 3-4级
2022年11月08日,晴,多云,3,16,南风 1-2级,南风 1-2级
2022年11月09日,小雨,小雨,5,14,东风 1-2级,北风 1-2级
2022年11月09日,小雨,小雨,5,14,东风 1-2级,北风 1-2级
2022年11月09日,小雨,小雨,5,14,东风 1-2级,北风 1-2级
2022年11月09日,小雨,小雨,5,14,东风 1-2级,北风 1-2级
2022年11月09日,小雨,小雨,5,14,东风 1-2级,北风 1-2级
2022年11月09日,小雨,小雨,5,14,东风 1-2级,北风 1-2级
2022年11月09日,小雨,小雨,5,14,东风 1-2级,北风 1-2级
2022年11月10日,多云,阴,8,17,北风 1-2级,北风 1-2级
2022年11月11日,中雨,小雨,8,13,北风 1-2级,北风 3-4级
2022年11月12日,多云,晴,0,14,北风 3-4级,北风 1-2级
2022年11月13日,晴,晴,-1,9,西南风 1-2级,西南风 1-2级
2022年11月14日,晴,晴,0,12,西南风 1-2级,北风 1-2级
2022年11月15日,晴,晴,0,16,西风 1-2级,西南风 1-2级
2022年11月16日,晴,晴,1,14,东北风 1-2级,北风 1-2级
2022年11月17日,晴,多云,4,16,南风 1-2级,东北风 1-2级
2022年11月18日,阴,小雨,4,12,东北风 1-2级,北风 1-2级
2022年11月19日,晴,多云,3,15,西南风 1-2级,北风 1-2级
2022年11月20日,阴,多云,4,11,北风 1-2级,北风 1-2级
2022年11月21日,多云,多云,2,13,东北风 1-2级,东风 1-2级
2022年11月22日,多云,晴,0,11,南风 1-2级,南风 1-2级
2022年11月23日,晴,雾,2,12,西南风 1-2级,北风 1-2级
2022年11月24日,雾,雾,4,10,北风 1-2级,北风 1-2级
2022年11月25日,晴,多云,-2,14,西北风 3-4级,西北风 3-4级
2022年11月26日,多云,多云,-2,5,东南风 1-2级,东南风 1-2级
2022年11月27日,多云,多云,0,7,北风 1-2级,北风 1-2级
2022年11月28日,多云,晴,-5,13,西北风 3-4级,西北风 3-4级
2022年11月29日,晴,晴,-8,-3,西北风 3-4级,西北风 1-2级
2022年11月30日,晴,晴,-9,-1,西南风 1-2级,西北风 1-2级
2022年12月01日,晴,多云,-7,1,西南风 1-2级,西南风 1-2级
2022年12月02日,多云,晴,-6,1,南风 1-2级,北风 3-4级
2022年12月03日,多云,晴,-8,1,北风 1-2级,北风 1-2级
2022年12月04日,晴,晴,-8,2,西南风 1-2级,北风 1-2级
2022年12月05日,晴,晴,-8,4,北风 1-2级,西南风 1-2级
2022年12月06日,晴,晴,-6,6,西南风 1-2级,北风 1-2级
2022年12月07日,多云,晴,-4,7,西南风 1-2级,北风 1-2级
2022年12月08日,晴,晴,-5,7,北风 1-2级,北风 1-2级
2022年12月09日,多云,多云,-4,7,南风 1-2级,北风 3-4级
2022年12月10日,晴,晴,-6,5,北风 3-4级,北风 1-2级
2022年12月11日,多云,多云,-4,4,南风 1-2级,西南风 1-2级
2022年12月12日,扬沙,晴,-6,5,西风 1-2级,西北风 3-4级
2022年12月13日,晴,晴,-10,-3,西北风 3-4级,西北风 1-2级
2022年12月14日,多云,晴,-7,0,南风 1-2级,北风 3-4级
2022年12月15日,晴,晴,-9,-1,北风 3-4级,北风 1-2级
2022年12月16日,多云,晴,-12,-2,西北风 1-2级,西北风 3-4级
2022年12月17日,多云,多云,-11,-3,北风 3-4级,北风 1-2级
2022年12月18日,晴,晴,-10,0,南风 1-2级,北风 1-2级
2022年12月19日,晴,多云,-8,2,南风 1-2级,北风 1-2级
2022年12月20日,多云,多云,-7,3,西风 1-2级,西北风 3-4级
2022年12月21日,多云,多云,-7,0,西北风 1-2级,西北风 3-4级
2022年12月22日,晴,晴,-8,-1,北风 3-4级,北风 1-2级
2022年12月23日,晴,晴,-7,2,北风 1-2级,北风 1-2级
2022年12月24日,晴,多云,-7,3,北风 1-2级,北风 1-2级
2022年12月25日,多云,晴,-7,1,北风 1-2级,北风 1-2级
2022年12月26日,晴,晴,-7,3,北风 1-2级,西北风 3-4级
2022年12月27日,晴,晴,-8,1,西北风 1-2级,北风 1-2级
2022年12月28日,晴,晴,-8,2,北风 1-2级,北风 1-2级
2022年12月29日,晴,晴,-9,3,北风 1-2级,西风 1-2级
2022年12月30日,晴,晴,-8,4,西南风 1-2级,西北风 1-2级
2022年12月31日,晴,晴,-7,6,北风 1-2级,北风 1-2级
2023年01月01日,多云,多云,-7,5,东北风 1-2级,北风 1-2级
2023年01月02日,晴,晴,-8,3,北风 1-2级,西风 1-2级
2023年01月03日,晴,晴,-8,4,南风 1-2级,东北风 1-2级
2023年01月04日,晴,晴,-8,5,西南风 1-2级,西南风 1-2级
2023年01月05日,多云,多云,-6,5,西南风 1-2级,西南风 1-2级
2023年01月06日,晴,晴,-6,8,西北风 1-2级,北风 1-2级
2023年01月07日,晴,晴,-6,7,东南风 1-2级,东南风 1-2级
2023年01月08日,晴,晴,-5,12,东北风 1-2级,东北风 1-2级
2023年01月09日,晴,晴,-6,6,南风 1-2级,南风 1-2级
2023年01月10日,晴,晴,-6,6,南风 1-2级,西南风 1-2级
2023年01月11日,多云,多云,-2,5,东南风 1-2级,北风 1-2级
2023年01月12日,雨夹雪,雨夹雪,0,2,北风 1-2级,北风 1-2级
2023年01月13日,小雪,小雪,-4,4,东北风 1-2级,北风 3-4级
2023年01月14日,晴,晴,-10,-1,北风 3-4级,北风 1-2级
2023年01月15日,晴,晴,-10,0,西风 1-2级,北风 1-2级
2023年01月16日,晴,晴,-8,1,西南风 1-2级,北风 1-2级
2023年01月17日,晴,晴,-9,3,北风 1-2级,西北风 1-2级
2023年01月18日,晴,晴,-6,4,西南风 1-2级,北风 1-2级
2023年01月19日,晴,晴,-10,5,西北风 3-4级,西北风 1-2级
2023年01月20日,晴,晴,-9,-2,南风 1-2级,南风 1-2级
2023年01月21日,晴,晴,-8,2,南风 1-2级,东北风 1-2级
2023年01月22日,多云,小雪,-10,4,南风 1-2级,东南风 1-2级
2023年01月23日,晴,晴,-14,-3,北风 3-4级,北风 1-2级
2023年01月24日,晴,晴,-13,-5,西风 1-2级,南风 1-2级
2023年01月25日,多云,多云,-10,-3,西南风 1-2级,北风 1-2级
2023年01月26日,多云,晴,-9,1,北风 3-4级,西北风 1-2级
2023年01月27日,晴,晴,-9,2,西风 1-2级,北风 1-2级
2023年01月28日,晴,晴,-5,6,西南风 1-2级,西南风 1-2级
2023年01月29日,晴,晴,-6,9,西北风 3-4级,西南风 1-2级
2023年01月30日,晴,晴,-5,8,西风 1-2级,北风 1-2级
2023年01月31日,晴,多云,-2,11,西北风 3-4级,北风 3-4级
2023年02月01日,晴,多云,-6,3,北风 3-4级,东北风 1-2级
2023年02月02日,多云,多云,-6,2,西南风 1-2级,南风 1-2级
2023年02月03日,晴,晴,-5,7,西南风 1-2级,北风 1-2级
2023年02月04日,晴,多云,-6,9,西南风 1-2级,南风 1-2级
2023年02月05日,多云,晴,-5,8,北风 1-2级,北风 1-2级
2023年02月06日,晴,多云,-5,7,南风 1-2级,南风 1-2级
2023年02月07日,晴,晴,-5,5,北风 1-2级,东北风 1-2级
2023年02月08日,多云,多云,-2,7,东北风 1-2级,南风 1-2级
2023年02月09日,小雪,多云,-5,1,东南风 1-2级,北风 1-2级
2023年02月10日,多云,多云,-2,6,南风 1-2级,南风 1-2级
2023年02月11日,多云,阴,0,4,南风 1-2级,东北风 1-2级
2023年02月12日,雨夹雪,多云,-4,1,东北风 1-2级,北风 1-2级
2023年02月13日,晴,晴,-4,7,北风 3-4级,北风 1-2级
2023年02月14日,多云,多云,-5,5,北风 1-2级,南风 1-2级
2023年02月15日,多云,晴,-6,4,南风 1-2级,南风 1-2级
2023年02月16日,晴,晴,-4,7,南风 1-2级,北风 1-2级
2023年02月17日,多云,多云,-1,6,北风 1-2级,北风 1-2级
2023年02月18日,雨夹雪,多云,-5,3,北风 1-2级,北风 1-2级
2023年02月19日,晴,晴,-4,10,西南风 1-2级,东北风 1-2级
2023年02月20日,晴,多云,-6,6,东北风 1-2级,南风 1-2级
2023年02月21日,多云,多云,-3,5,南风 1-2级,南风 1-2级
2023年02月22日,晴,晴,-2,9,西南风 1-2级,北风 1-2级
2023年02月23日,多云,多云,-1,12,东北风 1-2级,东北风 1-2级
2023年02月24日,晴,晴,-5,8,东北风 1-2级,北风 1-2级
2023年02月25日,晴,晴,-4,9,西南风 1-2级,西南风 1-2级
2023年02月26日,晴,晴,-1,11,南风 1-2级,南风 1-2级
2023年02月27日,多云,多云,1,11,西南风 1-2级,西南风 1-2级
2023年02月28日,晴,晴,-1,15,北风 3-4级,北风 1-2级
2023年03月01日,晴,晴,-3,11,西北风 3-4级,西南风 1-2级
2023年03月02日,晴,晴,0,14,西南风 3-4级,西南风 1-2级
2023年03月03日,晴,晴,0,18,北风 1-2级,北风 1-2级
2023年03月04日,晴,晴,0,16,东南风 1-2级,东南风 1-2级
2023年03月05日,晴,晴,2,14,南风 1-2级,北风 1-2级
2023年03月06日,晴,晴,2,17,西南风 1-2级,西南风 1-2级
2023年03月07日,晴,晴,6,19,东北风 1-2级,北风 1-2级
2023年03月08日,多云,多云,2,19,南风 1-2级,南风 1-2级
2023年03月09日,多云,晴,5,21,东南风 1-2级,北风 1-2级
2023年03月10日,晴,多云,7,26,北风 3-4级,北风 3-4级
2023年03月11日,阴,多云,1,14,东北风 1-2级,北风 3-4级
2023年03月12日,晴,多云,-1,12,西北风 1-2级,南风 1-2级
2023年03月13日,多云,多云,3,14,北风 1-2级,北风 1-2级
2023年03月14日,晴,晴,1,21,西北风 3-4级,北风 3-4级
2023年03月15日,晴,晴,-1,12,西北风 3-4级,北风 1-2级
2023年03月16日,多云,多云,2,12,东南风 1-2级,东南风 1-2级
2023年03月17日,阴,多云,1,9,南风 1-2级,北风 1-2级
2023年03月18日,晴,晴,1,17,北风 1-2级,西南风 1-2级
2023年03月19日,多云,多云,5,15,南风 3-4级,东南风 1-2级
2023年03月20日,多云,多云,7,18,南风 1-2级,南风 1-2级
2023年03月21日,阴,多云,10,18,南风 1-2级,北风 3-4级
2023年03月22日,晴,晴,4,16,西北风 3-4级,北风 3-4级
2023年03月23日,多云,多云,4,14,北风 3-4级,东北风 1-2级
2023年03月24日,多云,阴,3,12,西南风 1-2级,东南风 1-2级
2023年03月25日,多云,晴,-1,11,东北风 1-2级,北风 1-2级
2023年03月26日,晴,晴,3,16,西南风 1-2级,西南风 1-2级
2023年03月27日,晴,晴,5,20,北风 1-2级,南风 1-2级
2023年03月28日,多云,多云,7,21,西南风 1-2级,北风 1-2级
2023年03月29日,晴,晴,10,25,西南风 1-2级,西南风 1-2级
2023年03月30日,晴,晴,11,25,西南风 1-2级,西南风 1-2级
2023年03月31日,多云,晴,10,23,南风 3-4级,南风 1-2级
2023年04月01日,晴,多云,12,23,南风 1-2级,南风 1-2级
2023年04月02日,多云,多云,12,21,南风 3-4级,东北风 1-2级
2023年04月03日,阴,小雨,8,18,东北风 1-2级,东北风 1-2级
2023年04月04日,小雨,阴,8,10,东北风 3-4级,北风 1-2级
2023年04月05日,多云,小雨,9,16,北风 1-2级,北风 1-2级
2023年04月06日,晴,晴,4,18,北风 3-4级,北风 3-4级
2023年04月07日,晴,晴,4,16,西北风 3-4级,西风 1-2级
2023年04月08日,晴,多云,8,21,西南风 3-4级,西南风 1-2级
2023年04月09日,晴,多云,10,23,南风 1-2级,西南风 1-2级
2023年04月10日,晴,多云,11,27,西南风 1-2级,西北风 3-4级
2023年04月11日,扬沙,晴,5,19,西北风 3-4级,西北风 1-2级
2023年04月12日,晴,晴,10,22,西南风 1-2级,南风 1-2级
2023年04月13日,多云,多云,13,27,南风 1-2级,北风 1-2级
2023年04月14日,扬沙,扬沙,7,22,西北风 3-4级,西北风 1-2级
2023年04月15日,晴,晴,7,22,西南风 1-2级,北风 1-2级
2023年04月16日,多云,多云,11,22,南风 1-2级,东南风 3-4级
2023年04月17日,多云,晴,10,22,东南风 1-2级,北风 1-2级
2023年04月18日,晴,晴,10,27,南风 1-2级,南风 1-2级
2023年04月19日,多云,多云,14,27,南风 3-4级,北风 3-4级
2023年04月20日,多云,小雨,12,19,东北风 3-4级,北风 1-2级
2023年04月21日,小雨,小雨,8,15,西南风 1-2级,西南风 1-2级
2023年04月22日,多云,多云,7,15,北风 1-2级,北风 1-2级
2023年04月23日,多云,多云,6,16,南风 1-2级,南风 1-2级
2023年04月24日,多云,小雨,8,18,西南风 3-4级,西南风 1-2级
2023年04月25日,多云,晴,5,22,北风 3-4级,北风 1-2级
2023年04月26日,多云,多云,7,20,南风 3-4级,北风 1-2级
2023年04月27日,阴,阴,13,22,南风 1-2级,北风 1-2级
2023年04月28日,小雨,小雨,11,25,西北风 1-2级,西北风 3-4级
2023年04月29日,晴,晴,8,25,西北风 3-4级,北风 1-2级
2023年04月30日,晴,晴,11,25,南风 3-4级,西南风 1-2级
2023年05月01日,晴,小雨,16,27,东南风 1-2级,东南风 1-2级
2023年05月02日,阴,多云,16,28,南风 1-2级,南风 1-2级
2023年05月03日,多云,多云,16,28,东南风 1-2级,东风 1-2级
2023年05月04日,小雨,小雨,15,20,东北风 1-2级,北风 1-2级
2023年05月05日,小雨,多云,14,18,北风 3-4级,北风 1-2级
2023年05月06日,多云,晴,12,23,北风 1-2级,北风 1-2级
2023年05月07日,晴,多云,11,26,北风 1-2级,西南风 1-2级
2023年05月08日,晴,多云,13,28,西南风 1-2级,西南风 1-2级
2023年05月09日,多云,多云,14,27,南风 1-2级,东南风 1-2级
2023年05月10日,多云,多云,14,28,西南风 1-2级,西南风 1-2级
2023年05月11日,小雨,小雨,13,27,南风 1-2级,西南风 1-2级
2023年05月12日,小雨,多云,15,28,北风 1-2级,北风 1-2级
2023年05月13日,多云,多云,16,28,南风 1-2级,南风 1-2级
2023年05月14日,小雨,晴,16,31,西南风 1-2级,东南风 1-2级
2023年05月15日,晴,晴,22,35,南风 1-2级,西南风 1-2级
2023年05月16日,小雨,多云,20,36,西南风 1-2级,东北风 1-2级
2023年05月17日,阴,阴,14,24,东北风 3-4级,东南风 1-2级
2023年05月18日,多云,小雨,14,27,南风 1-2级,南风 1-2级
2023年05月19日,小雨,多云,17,23,北风 1-2级,东北风 1-2级
2023年05月20日,扬沙,晴,15,25,西北风 3-4级,西北风 1-2级
2023年05月21日,多云,多云,15,27,西北风 3-4级,北风 1-2级
2023年05月22日,晴,晴,15,28,北风 1-2级,西南风 1-2级
2023年05月23日,多云,多云,18,30,南风 1-2级,西南风 1-2级
2023年05月24日,小雨,小雨,18,28,西南风 3-4级,南风 3-4级
2023年05月25日,小雨,多云,16,27,西南风 1-2级,南风 1-2级
2023年05月26日,多云,多云,19,31,南风 1-2级,东南风 1-2级
2023年05月27日,小雨,多云,16,20,东南风 1-2级,南风 1-2级
2023年05月28日,多云,晴,19,28,北风 1-2级,北风 1-2级
2023年05月29日,多云,雷阵雨,20,31,北风 1-2级,北风 1-2级
2023年05月30日,小雨,多云,15,26,东北风 1-2级,东南风 1-2级
2023年05月31日,多云,多云,16,26,西南风 1-2级,西南风 1-2级
2023年06月01日,晴,晴,18,34,西风 3-4级,西北风 3-4级
2023年06月02日,多云,多云,17,31,北风 1-2级,西南风 1-2级
2023年06月03日,多云,多云,19,32,西南风 1-2级,北风 1-2级
2023年06月04日,晴,晴,20,33,西南风 1-2级,西南风 1-2级
2023年06月05日,多云,多云,21,35,北风 1-2级,北风 1-2级
2023年06月06日,晴,晴,22,35,南风 3-4级,西南风 3-4级
2023年06月07日,小雨,多云,21,37,西北风 1-2级,北风 1-2级
2023年06月08日,多云,多云,19,34,北风 3-4级,北风 1-2级
2023年06月09日,多云,多云,19,34,西北风 3-4级,东北风 1-2级
2023年06月10日,小雨,多云,17,31,西北风 1-2级,北风 1-2级
2023年06月11日,小雨,多云,17,29,东北风 1-2级,北风 1-2级
2023年06月12日,多云,多云,19,31,东风 1-2级,东风 1-2级
2023年06月13日,晴,晴,20,33,南风 1-2级,东南风 1-2级
2023年06月14日,晴,晴,21,35,南风 1-2级,东南风 1-2级
2023年06月15日,晴,晴,22,36,南风 1-2级,南风 1-2级
2023年06月16日,晴,晴,25,39,西南风 1-2级,西南风 1-2级
2023年06月17日,多云,多云,22,38,东南风 1-2级,东南风 1-2级
2023年06月18日,多云,多云,22,35,东南风 1-2级,东南风 1-2级
2023年06月19日,小雨,阴,21,28,南风 1-2级,南风 1-2级
2023年06月20日,小雨,多云,19,32,西南风 1-2级,北风 1-2级
2023年06月21日,晴,晴,22,37,南风 1-2级,西南风 1-2级
2023年06月22日,晴,晴,24,39,西南风 1-2级,西南风 1-2级
2023年06月23日,多云,多云,26,40,南风 1-2级,南风 1-2级
2023年06月24日,晴,晴,25,40,西南风 3-4级,南风 1-2级
2023年06月25日,多云,多云,24,35,东南风 1-2级,东南风 1-2级
2023年06月26日,小雨,多云,24,34,南风 1-2级,东南风 1-2级
2023年06月27日,晴,阴,26,39,西南风 1-2级,西南风 1-2级
2023年06月28日,小雨,多云,22,30,北风 1-2级,北风 1-2级
2023年06月29日,晴,晴,23,36,南风 1-2级,西南风 1-2级
2023年06月30日,晴,晴,25,38,南风 3-4级,西南风 1-2级
2023年07月01日,晴,多云,25,39,南风 3-4级,南风 1-2级
2023年07月02日,多云,多云,24,36,南风 1-2级,东南风 1-2级
2023年07月03日,阴,小雨,23,34,东南风 1-2级,东南风 1-2级
2023年07月04日,小雨,晴,21,32,北风 1-2级,南风 1-2级
2023年07月05日,晴,晴,23,39,西南风 1-2级,北风 1-2级
2023年07月06日,晴,晴,24,40,南风 3-4级,东南风 1-2级
2023年07月07日,多云,多云,23,37,西北风 3-4级,北风 1-2级
2023年07月08日,晴,晴,24,37,西北风 3-4级,北风 1-2级
2023年07月09日,晴,晴,25,37,北风 1-2级,西风 1-2级
2023年07月10日,晴,小雨,24,39,南风 1-2级,东北风 1-2级
2023年07月11日,阴,小雨,24,35,东南风 1-2级,东南风 1-2级
2023年07月12日,小雨,小雨,21,26,东北风 1-2级,东北风 1-2级
2023年07月13日,小雨,多云,22,26,东北风 1-2级,西南风 1-2级
2023年07月14日,晴,晴,23,35,西北风 3-4级,北风 1-2级
2023年07月15日,晴,晴,23,32,北风 3-4级,北风 1-2级
2023年07月16日,晴,晴,21,33,北风 1-2级,西南风 1-2级
2023年07月17日,晴,晴,23,35,南风 1-2级,南风 1-2级
2023年07月18日,晴,晴,24,36,北风 1-2级,北风 1-2级
2023年07月19日,晴,晴,25,36,北风 1-2级,北风 1-2级
2023年07月20日,多云,雷阵雨,24,36,北风 1-2级,北风 1-2级
2023年07月21日,中雨,中雨,22,26,北风 1-2级,北风 1-2级
2023年07月22日,小雨,多云,22,30,北风 1-2级,北风 1-2级
2023年07月23日,多云,多云,24,33,北风 1-2级,北风 1-2级
2023年07月24日,雷阵雨,多云,24,34,北风 1-2级,北风 1-2级
2023年07月25日,多云,雷阵雨,24,33,北风 1-2级,北风 1-2级
2023年07月26日,雷阵雨,雷阵雨,25,33,北风 1-2级,北风 1-2级
2023年07月27日,小雨,小雨,24,33,南风 1-2级,东南风 1-2级
2023年07月28日,阴,小雨,24,30,北风 1-2级,北风 1-2级
2023年07月29日,小雨,大雨,23,30,东风 1-2级,东北风 1-2级
2023年07月30日,暴雨,暴雨,23,25,东风 3-4级,东风 3-4级
2023年07月31日,暴雨,大雨,24,26,东风 3-4级,东南风 1-2级
2023年08月01日,雷阵雨,雷阵雨,25,29,北风 1-2级,北风 1-2级
